Economic Sector,Status,Zipcode,Company,Job Title,Origin Country,Pay
Finance,Accepted,10019,FRIEDMAN LLP,Accountants and Auditors,CHINA,none
Health Care,Accepted,10001,NEW YORK ORGAN DONOR NETWORK,Statisticians,CHINA,none
Finance,Accepted,10038,INTERACTIVE DATA REAL-TIME SERVICES; INC.,Computer Systems Analysts,INDIA,none
Aerospace,Accepted,11378,FERRAN ENTERPRISES; INC.,Architectural and Engineering Managers,HONDURAS,none
Other Economic Sector,Accepted,10018,SOCCER UNITED MARKETING; LLC,Market Research Analysts and Marketing Specialists*,SOUTH KOREA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA,none
Not Available,Accepted,10010,ELSEVIER,Market Research Analysts and Marketing Specialists*,CANADA,none
Retail,Accepted,10018,GRAND APPAREL USA INC,Graphic Designers,THAILAND,none
Finance,Accepted,10005,DEUTSCHE BANK,Financial Analysts,INDIA,none
Finance,Accepted,10022,BLACKROCK FINANCIAL MANAGEMENT,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA,none
Other Economic Sector,Accepted,10001,CERISE DESIGNS CORP.,Commercial and Industrial Designers,SOUTH KOREA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Compensation; Benefits; and Job Analysis Specialists,CANADA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA,none
IT,Accepted,10020,PROSERVE-CONSULTING INC,Accountants and Auditors,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA,none
Other Economic Sector,Accepted,10019,MITSOSA AMORE INC,Market Research Analysts and Marketing Specialists*,SOUTH KOREA,none
Other Economic Sector,Accepted,10036,THOMSON REUTERS MARKETS LLC,Marketing Managers,CZECH REPUBLIC,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA,none
IT,Accepted,10001,OPENWAVE COMPUTING LLC,Software Developers; Applications,INDIA,none
Finance,Accepted,10036,ARGONAUT MANAGEMENT LP,Financial Analysts,AUSTRALIA,none
Other Economic Sector,Accepted,11207,FAITH HOPE & CHARITY COMMUNITY SERVICES; INC.,Preschool Teachers; Except Special Education,PHILIPPINES,none
Finance,Accepted,10158,NEUBERGER BERMAN GROUP LLC,Computer Systems Analysts,INDIA,none
Construction,Accepted,11378,FANUKA INC.,Cabinetmakers and Bench Carpenters,ECUADOR,none
Not Available,Denied,11211,OLD POLAND FOODS; LLC,Not Available,POLAND,none
IT,Accepted,10019,NOMURA AMERICA SERVICES; LLC,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10012,SCHOLASTIC INC.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,11222,GEORGICA PINE CLOTHEIRS LLC,Fashion Designers,TAIWAN,none
Other Economic Sector,Accepted,10022,MCKINSEY & COMPANY; INC UNITED STATES,Management Analysts,NEW ZEALAND,none
Finance,Accepted,10036,D. E. SHAW & CO.; L.P.,Financial Analysts,UKRAINE,none
Other Economic Sector,Accepted,11207,FAITH HOPE & CHARITY COMMUNITY SERVICES; INC.,Preschool Teachers; Except Special Education,PHILIPPINES,none
IT,Accepted,10001,LANDMARK TECHNOLOGIES INC.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA,none
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Financial Analysts,UNITED KINGDOM,none
Other Economic Sector,Accepted,10036,SKADDEN; ARPS; SLATE; MEAGHER & FLOM LLP,Lawyers,CANADA,none
Other Economic Sector,Accepted,10010,GREY GLOBAL GROUP INC.,Accountants and Auditors,INDIA,none
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Financial Analysts,COSTA RICA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10018,MEDIACOM WORLDWIDE INC.,Marketing Managers,INDIA,none
IT,Accepted,11426,RITNOA.;INC,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Network and Computer Systems Administrators*,INDIA,none
Educational Services,Accepted,10032,COLUMBIA UNIVERSITY,Dentists; General,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA,none
Advanced Mfg,Accepted,10036,ELEMENT SIX U.S. CORPORATION,Materials Engineers,IRELAND,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,11207,FAITH HOPE & CHARITY COMMUNITY SERVICES; INC.,Preschool Teachers; Except Special Education,PHILIPPINES,none
Other Economic Sector,Accepted,11360,GRACE PRESBYTERIAN CHURCH OF NEW YORK,Directors; Religious Activities and Education,SOUTH KOREA,none
IT,Accepted,10018,O3 TECHNOLOGY SOLUTIONS LLC,Computer and Information Systems Managers,INDIA,none
Other Economic Sector,Accepted,10001,PELLI CLARKE PELLI ARCHITECTS; LLP,Architects; Except Landscape and Naval,GERMANY,none
Health Care,Accepted,10012,ZOCDOC,Computer and Information Systems Managers,INDIA,none
Finance,Accepted,10285,AMERICAN EXPRESS TRAVEL RELATED SERVICES,Credit Analysts,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA,none
Finance,Accepted,10019,MACQUARIE HOLDINGS (USA) INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10019,MACQUARIE HOLDINGS (USA) INC.,Software Developers; Applications,CHINA,none
Automotive,Accepted,11237,WYCKOFF AUTO REPAIR CORPORATION,Automotive Service Technicians and Mechanics,PHILIPPINES,none
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Financial Analysts,BULGARIA,none
Other Economic Sector,Accepted,11101,B.C.S. INTERNATIONAL CORPORATION,File Clerks,SOUTH KOREA,none
Finance,Accepted,10036,MERCER (US) INC.,Actuaries,TRINIDAD AND TOBAGO,none
Finance,Accepted,10005,DEUTSCHE BANK SECURITIES; INC.,Financial Managers,COLOMBIA,none
Construction,Accepted,11101,ZOOM CONTRACTING INC.,Cabinetmakers and Bench Carpenters,ECUADOR,none
Finance,Accepted,10019,ASIAN CENTURY QUEST CAPITAL LLC,Financial Analysts,JAPAN,none
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Software Developers; Applications,INDIA,none
Finance,Accepted,10019,MACQUARIE FUNDING HOLDINGS INC.,Financial Analysts,MEXICO,none
IT,Accepted,10010,APTEC; LLC,Software Developers; Applications,INDIA,none
IT,Accepted,10010,APTEC; LLC,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SENEGAL,none
IT,Accepted,10001,MAJESCOMASTEK,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10036,GRACE WINE & SPIRITS; INC.,Market Research Analysts and Marketing Specialists*,ECUADOR,none
Automotive,Accepted,11237,WYCKOFF AUTO REPAIR CORPORATION,Automotive Service Technicians and Mechanics,PHILIPPINES,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Finance,Accepted,10022,BLACKROCK INVESTMENT MANAGEMENT LLC,Software Developers; Applications,SINGAPORE,none
Construction,Accepted,11103,PRO DESIGN; INC.,Tile and Marble Setters,ECUADOR,none
Other Economic Sector,Accepted,10007,MOODYS SHARED SERVICES; INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Database Administrators,INDIA,none
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Financial Managers,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Mathematicians,CANADA,none
IT,Accepted,10001,MAJESCOMASTEK,Sales Engineers,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10119,PARSONS BRINCKERHOFF; INC.,Civil Engineers,INDIA,none
Other Economic Sector,Accepted,10036,THOMSON REUTERS MARKETS LLC,Accountants and Auditors,INDIA,none
IT,Accepted,10001,MAJESCOMASTEK,Software Developers; Applications,INDIA,none
Hospitality,Accepted,11204,KOSHER CLASS; INC. DBA GLATT-A-LA-CARTE,Cooks; Restaurant,MEXICO,none
Other Economic Sector,Accepted,10005,THE CAPITAL MARKETS COMPANY,Software Developers; Applications,INDIA,none
Automotive,Accepted,11237,WYCKOFF AUTO REPAIR CORPORATION,Automotive Service Technicians and Mechanics,PHILIPPINES,none
Other Economic Sector,Accepted,10019,PEARSON INC,Accountants and Auditors,INDIA,none
Other Economic Sector,Accepted,10036,THOMSON REUTERS MARKETS LLC,Financial Analysts,ROMANIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Finance,Accepted,10111,NEWEDGE USA; LLC,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10013,PETER F. POON ARCHITECT; P.C.,Architects; Except Landscape and Naval,CHINA,none
Health Care,Accepted,10011,LMJ VISION; INC DBA VISIONARY OPTICS,Optometrists,CANADA,none
IT,Accepted,10019,CBS CORPORATE SERVICES INC,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Economists,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Mathematicians,BULGARIA,none
Other Economic Sector,Accepted,10016,GERNER KRONICK & VALCARCEL ARCHITECTS; PC,Architects; Except Landscape and Naval,GERMANY,none
Finance,Accepted,10019,MACQUARIE FUNDING HOLDINGS INC.,Marketing Managers,MEXICO,none
Educational Services,Accepted,10027,COLUMBIA UNIVERSITY,Software Developers; Systems Software; Non R&D (ACWIA Only),SOUTH KOREA,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA,none
Finance,Accepted,10022,DLJ REAL ESTATE CAPITAL PARTNERS; LLC,Financial Analysts,SINGAPORE,none
Other Economic Sector,Accepted,10036,THOMSON REUTERS HOLDINGS INC,Accountants and Auditors,MEXICO,none
IT,Accepted,10018,BAHA INDUSTRIES CORP. DBA OPEN SYSTEMS TECHNOLOGIES,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10023,ACKER MERRALL & CONDIT CO.; INC.,Lawyers,UNITED KINGDOM,none
Other Economic Sector,Accepted,10036,A ONE GEMS INC.,Accountants and Auditors,INDIA,none
Advanced Mfg,Accepted,10017,SPINEART USA INC,Management Analysts,LEBANON,none
Retail,Accepted,11219,VLS ALLEON DRUGS INC,Medical and Health Services Managers,INDIA,none
Educational Services,Accepted,10012,NEW YORK UNIVERSITY,Foreign Language and Literature Teachers; Postsecondary,CHINA,none
Educational Services,Accepted,10012,NEW YORK UNIVERSITY,Foreign Language and Literature Teachers; Postsecondary,JAPAN,none
Automotive,Accepted,11232,EASY WAY AUTO REPAIRS INC,Automotive Service Technicians and Mechanics,ISRAEL,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Software Developers; Applications,INDIA,none
IT,Accepted,10011,MEDIAOCEAN,Software Developers; Applications,INDIA,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10016,HMS,Software Developers; Applications,INDIA,none
Finance,Accepted,10019,MACQUARIE FUNDING HOLDINGS INC.,Securities; Commodities; and Financial Services Sales Agents,INDIA,none
Finance,Accepted,10005,DEUTSCHE BANK,Software Developers; Applications,INDIA,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Finance,Accepted,10004,THE GUARDIAN LIFE INSURANCE CO. OF AMERICA,Software Developers; Applications,INDIA,none
Finance,Accepted,10013,TOWER RESEARCH CAPITAL LLC,Accountants and Auditors,CHINA,none
Aerospace,Accepted,11211,SEVENBERRY CONSTRUCTION; INC.,Architectural and Engineering Managers,TURKEY,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA,none
Finance,Accepted,10005,DEUTSCHE BANK,Software Developers; Applications,INDIA,none
IT,Accepted,10001,MAJESCOMASTEK,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Network and Computer Systems Administrators*,CANADA,none
Other Economic Sector,Accepted,10010,STRUCTUREDWEB; INC,Computer Systems Analysts,ISRAEL,none
Other Economic Sector,Accepted,11101,SUSHI HOUSE; INC.,Public Relations Specialists,SOUTH KOREA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
IT,Accepted,11426,RITNOA.;INC,Accountants and Auditors,INDIA,none
Construction,Accepted,11222,ZEN RESTORATION INC,Electrical Engineers,POLAND,none
Hospitality,Accepted,10019,SARABETHS,Cooks; Restaurant,MEXICO,none
Finance,Accepted,10166,BARCLAYS CAPITAL INC.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,11354,40-46 MAIN STREET REALTY CORP.,Maintenance and Repair Workers; General,MEXICO,none
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,SOUTH KOREA,none
Advanced Mfg,Accepted,11354,SAM HAK FOOD CORP.,Agricultural and Food Science Technicians,SOUTH KOREA,none
Other Economic Sector,Accepted,10036,OLIVER WYMAN; INC,Management Analysts,UNITED KINGDOM,none
Finance,Accepted,10004,THE GUARDIAN LIFE INSURANCE CO. OF AMERICA,Computer Systems Analysts,INDIA,none
IT,Accepted,10001,MAJESCOMASTEK,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10036,MALCA-AMIT USA; LLC,Logisticians,ISRAEL,none
IT,Accepted,10001,MAJESCOMASTEK,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA,none
Biotechnology,Accepted,10029,THE NEW YORK ACADEMY OF MEDICINE,Accountants and Auditors,TURKEY,none
Health Care,Accepted,10029,MOUNT SINAI MEDICAL CENTER,Software Developers; Applications; Non R & D (ACWIA Only),INDIA,none
Other Economic Sector,Accepted,11101,NEW WORLD BEVERAGE DISTRIBUTORS INC,Market Research Analysts and Marketing Specialists*,SOUTH KOREA,none
Retail,Accepted,11229,GRAND MARKET INTERNATIONAL CORP,Purchasing Managers,RUSSIA,none
IT,Accepted,10019,ICROSSING; INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Managers,FRANCE,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Not Available,Denied,11215,ROSKO HOLDINGS D/B/A SONG,Not Available,THAILAND,none
Retail,Accepted,10018,MUJI U.S.A. LIMITED,Market Research Analysts and Marketing Specialists*,TAIWAN,none
IT,Accepted,10001,MAJESCOMASTEK,Human Resources Managers,INDIA,none
Other Economic Sector,Accepted,10007,LAW OFFICES OF GERALD KARIKARI; P.C.,Lawyers,CHINA,none
Other Economic Sector,Accepted,10006,QUINTETTE DESIGN (NEW YORK); INC.,Interior Designers,CHINA,none
Retail,Accepted,11229,GRAND MARKET INTERNATIONAL CORP,Purchasing Managers,RUSSIA,none
Finance,Accepted,10105,ALLIANCEBERNSTEIN L.P.,Software Developers; Applications,INDIA,none
IT,Accepted,10017,INTRALINKS; INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10166,BARCLAYS SERVICES CORP,Computer Systems Analysts,MALAYSIA,none
Finance,Accepted,10022,CAPITAL INTEGRATION SYSTEMS LLC,Personal Financial Advisors,SWEDEN,none
IT,Accepted,10004,AMTEX SYSTEMS; INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10021,STRATEGIC FUNDING SOURCE; INC.,Financial Managers,TURKEY,none
Other Economic Sector,Accepted,10018,IT & EBUSINESS CONSULTING SERVICES INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10285,AMERICAN EXPRESS TRAVEL RELATED SERVICES,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10023,TIME WARNER ENTERTAINMENT COMPANY; L.P.,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,INDIA,none
Educational Services,Accepted,11218,BROOKLYN PROSPECT CHARTER SCHOOL,Middle School Teachers; Except Special and Career/Technical Education,CHINA,none
Finance,Accepted,10019,BARCLAYS CAPITAL SERVICES INC.,Computer Systems Analysts,INDIA,none
Other Economic Sector,Accepted,10007,LAW OFFICE OF EVELYN TOSSAS TUCKER,Lawyers,SOUTH KOREA,none
Other Economic Sector,Accepted,10022,STIKEMAN ELLIOTT (NY),Lawyers,CANADA,none
Other Economic Sector,Accepted,10001,SPC GLOBAL; LLC,Accountants and Auditors,UNITED STATES OF AMERICA,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Information Security Analysts; Web Developers; and Computer Network Architects,INDIA,none
Retail,Accepted,10016,GILT SHARED SERVICES; INC.,Software Developers; Applications,PAKISTAN,none
Educational Services,Accepted,10012,NEW YORK UNIVERSITY,English Language and Literature Teachers; Postsecondary,GERMANY,none
Retail,Accepted,11419,LIBERTY FRUITS & PRODUCE CORP.,Accountants and Auditors,SOUTH KOREA,none
Other Economic Sector,Accepted,10011,WEBMD LLC,Computer Systems Analysts,INDIA,none
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Software Developers; Applications,CHINA,none
Finance,Accepted,10013,TOWER RESEARCH CAPITAL LLC,Financial Analysts,ISRAEL,none
IT,Accepted,10019,NOMURA AMERICA SERVICES; LLC,Software Developers; Systems Software,INDIA,none
Educational Services,Accepted,10012,NEW YORK UNIVERSITY,Anthropology and Archeology Teachers; Postsecondary,UNITED KINGDOM,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA,none
Finance,Accepted,10013,TOWER RESEARCH CAPITAL LLC,Financial Analysts,INDIA,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA,none
Aerospace,Accepted,10017,THE CANTOR SEINUK GROUP INC D/B/A WSP CANTOR SEINUK,Civil Engineers,IRAN,none
Retail,Accepted,10017,MARKET ORGANIZATION; INC.,Market Research Analysts and Marketing Specialists*,SLOVAKIA,none
Health Care,Accepted,10029,MOUNT SINAI MEDICAL CENTER,Health Technologists and Technicians; All Other*,INDIA,none
Other Economic Sector,Accepted,10016,MARIA B. CAMPBELL ASSOCIATES INC.,Editors,NETHERLANDS,none
Finance,Accepted,10004,MITCHELL & TITUS LLP,Accountants and Auditors,CANADA,none
IT,Accepted,10019,NOMURA AMERICA SERVICES; LLC,Software Developers; Applications,INDIA,none
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Software Developers; Applications,TRINIDAD AND TOBAGO,none
Other Economic Sector,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,CANADA,none
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Other Economic Sector,Accepted,10014,ZENITH MEDIA SERVICES; INC.,Software Developers; Applications,INDIA,none
Finance,Accepted,10019,NOMURA SECURITIES INTERNATIONAL; INC.,Financial Analysts,INDIA,none
Finance,Accepted,10013,TOWER RESEARCH CAPITAL LLC,Financial Analysts,ISRAEL,none
IT,Accepted,10012,INFUSION DEV LLC,Software Developers; Applications,INDIA,none
Not Available,Accepted,10020,CAREY MANAGEMENT SERVICES,Software Developers; Applications,INDIA,none
Educational Services,Accepted,10012,NEW YORK UNIVERSITY,Foreign Language and Literature Teachers; Postsecondary,CHINA,none
